NOM	ADREÇA	DISTRICTE	C. P.	POBLACIO	PAIS	Telèfon 1	Telèfon 2	WEB	E-MAIL	INFO EXTRA 1	INFO EXTRA 2	INFO EXTRA 3
Restaurant La Freiduría de Pauli	Carrer Bisbe Sivilla 0046	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 932111494						
Restaurant Zarautz	Carrer Elisi 13	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 933252813						
Restaurant La Cava di Donna Fugata	Pl Tetuan 5 bxs	Eixample	08010	BARCELONA	ESPANYA	+34 932317729	+34 932317161					
Bar Restaurant Ideal	Carrer la Rambla 41	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 934068322	+34 934068134	http://www.idealrestaurant.com	idealrestaurant@idealrestaurant.com			
Restaurant Punjab	Carrer Joaquín Costa 1-LB	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934433572						
Bar Restaurant Cubaneo	Carrer Casanova 70	Eixample	08011	BARCELONA	ESPANYA	+34 934543188						
Restaurant Xinès La Gran Muralla	Carrer Súria 8	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 934221914						
Bar Restaurant La Tertulia	Rbla Poblenou 34	Sant Martí	08005	BARCELONA	ESPANYA	+34 932252098						
Bar Navego	Provença 546	Eixample	08025	BARCELONA	ESPANYA	+34 934563295			lafenavego@terra.es			
Restaurant Braseria Bahia Porto Mar	Av Paral.lel 127-129	Sants-Montjuïc	08004	BARCELONA	ESPANYA	+34 934253433	+34 934247310					
La Bodega	Sant Medir 0006	Sants-Montjuïc	08028	BARCELONA	ESPANYA	+34 933395529						
La Taberna Griega-Vallespir	Carrer Vallespir 44	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 933308503		http://www.latabernagriega.com	latabernagriega@terra.es			
Restaurant Degustació Cata 1.81	Carrer València 181	Eixample	08011	BARCELONA	ESPANYA	+34 933236818	+34 935349834		cata181@hotmail.com	+34 933236818		
Restaurant Neamat Kada	Carrer Hospital 0157	Ciutat Vella	08001	BARCELONA	ESPANYA							
Restaurant Natural	Carrer Comte d'Urgell 63	Eixample	08011	BARCELONA	ESPANYA	+34 934538714	+34 934191351					
Restaurant Bodega Cols	Casanova 0110	Eixample	08036	BARCELONA	ESPANYA	+34 934531077						
Cafè d'Annunzio	Pl Vicenç Martorell 0005	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933024095						
Restaurant Japonès Osaka	Carrer Balmes 283	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932189928						
Cafeteria Bracafé - Casp	Carrer Casp 40	Eixample	08010	BARCELONA	ESPANYA	+34 933173896		http://www.bracafe.com				
Cafeteria Restaurant Ganpatti	Carrer Tallers 29	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933022501						
Restaurant Pastarito Pizzarito - Llacuna	Carrer Llacuna 148-150	Sant Martí	08018	BARCELONA	ESPANYA	+34 934856802		http://www.pastarito.es	info@pastarito.es			
Restaurant Pizza Marzano - La Rambla	Carrer la Rambla 140	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933427051	+34 933427108	http://www.pizzamarzano.com				
Restaurant El Celleret. La Cartoixa del Priorat	Carrer Salou 23	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 934222994			elcelleret@terra.es			
Restaurant Lempika	Carrer Carretes 18	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934416498						
Restaurant Maoz Falafel - Ferran	Carrer Ferran 13	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 934121261	+34 653847653	http://www.maozfalafel.com				
Restaurant Bo	Pl Vila de Gràcia 11	Gràcia	08012	BARCELONA	ESPANYA	+34 932185198						
Restaurant Lluís de les Moles	Carrer Moles 25	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933175866						
Restaurant Puerto Plata	Carrer Tragí 1	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932683674		http://www.pastorwilson.com				
Restaurant Orange	Carrer Rosari 52	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 934181085						
Restaurant Domèstic	Carrer Diputació 215	Eixample	08011	BARCELONA	ESPANYA	+34 934531661						
Restaurant Bar 68	Carrer Sant Pau 68	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934413115						
Bar Ménage à Trois	Bot 0004	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933015542						
Restaurant Cafe del Goliard	Carrer Progrés 6	Gràcia	08012	BARCELONA	ESPANYA	+34 932073175						
Restaurant Los Tres Leños	Carrer Font de Canyelles 90	Nou Barris	08042	BARCELONA	ESPANYA	+34 933533270						
Restaurant Cafeteria La Gran Finestra	Fígols 11-13	Les Corts	08028	BARCELONA	ESPANYA	+34 934111480						
Bar Restaurant Amsterdam	Carrer Aragó 305	Eixample	08009	BARCELONA	ESPANYA	+34 932073740		http://www.amsterdam.nl				
Restaurant Rincón Persa	Carrer Floridablanca 85	Eixample	08015	BARCELONA	ESPANYA	+34 934255996						
Bar Restaurant La Caravana	Carrer Còrsega 366	Eixample	08037	BARCELONA	ESPANYA	+34 932075636						
Restaurant Como La Espuma	Carrer Sant Elies 6	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932094168			comolaespuma@hotmail.com			
Restaurant Carpe Diem Lounge Club -  CDLC	Pg Marítim Barceloneta 32	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932240470		http://www.cdlcbarcelona.com				
Dos Uat - Corcega	Carrer Còrsega 581	Eixample	08025	BARCELONA	ESPANYA	+34 934563388	+34 936921282					
Bar Restaurant Before	Carrer Santa Mònica 2-4	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933013503	+34 933043953	http://www.beforebcn.com	beforebcn@hotmail.com			
Restaurant Comerç 24	Carrer Comerç 24	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933192102	+34 933191074	http://www.comerc24.com	info@comerc24.com			
Restaurant Quixote	Carrer Consell de Cent 314	Eixample	08007	BARCELONA	ESPANYA	+34 934876501	+34 934876501	http://www.quixotebcn.com				
New York Café	Diputació 0088	Eixample	08015	BARCELONA	ESPANYA	+34 934242780						
Restaurant La Bodegueta de Gràcia	Carrer Sant Lluís 103	Gràcia	08024	BARCELONA	ESPANYA	+34 932133942						
Bar Restaurant Horiginal	Ferlandina 29	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934433988	+34 934424627	http://www.horiginal.net	horiginalreserves@gmail.com			
Restaurant D.O.	Carrer Verdi 36	Gràcia	08012	BARCELONA	ESPANYA	+34 932189673		http://www.doverdi.com				
Restaurant L'altra Llosa	Carrer Ausias Marc 3	Eixample	08010	BARCELONA	ESPANYA	+34 933180107	+34 933189625					
Bar Porta 13	Carrer Perill 13	Gràcia	08012	BARCELONA	ESPANYA	+34 934585006						
Bar It Café	Carrer Joaquín Costa 4 bxs	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934430341						
Restaurant Machín	Carrer Casanova 48	Eixample	08011	BARCELONA	ESPANYA	+34 935304656		http://www.machin-bcn.com				
Restaurant El Koto	Carrer Doctor August Pi i Sunyer 5-7	Les Corts	08034	BARCELONA	ESPANYA	+34 932040210	+34 932804274					
Restaurant Daps	Av Diagonal 469	Eixample	08036	BARCELONA	ESPANYA	+34 934109089	+34 934108931	http://www.angrup.com				
Restaurant Vegetariano Oriental	Carrer Indústria 132	Eixample	08025	BARCELONA	ESPANYA	+34 934365601	+34 932968561					
Bar Electricitat	Carrer Sant Carles 15	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932215017						
Restaurant Focaccieria Toscana	Carrer Ferran 41	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933178013						
Quizás	Diputació 0161	Eixample	08011	BARCELONA	ESPANYA							
Restaurant Omindia	Carrer Castillejos 286	Eixample	08025	BARCELONA	ESPANYA	+34 934568309						
Restaurant Terra Da Lua	Carrer Sardenya 174	Eixample	08013	BARCELONA	ESPANYA	+34 932658847						
Bar Ikastola	Perla 0022	Gràcia	08012	BARCELONA	ESPANYA	+34 647719196						
Restaurant Japonès Shunka	Carrer Sagristans 5	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 934124991	+34 934124991					
Restaurant Casa de Pizzas	Carrer Verdi 35	Gràcia	08012	BARCELONA	ESPANYA	+34 934152994	+34 934152994					
Restaurant El Trillo	Carrer Àngels 3	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934439317	+34 934439317					
Restaurant La Estancia	Carrer Neptú 36	Gràcia	08006	BARCELONA	ESPANYA	+34 932189289						
Restaurant Pizza Marzano -  Heron City	Av Rio de Janeiro 42	Nou Barris	08016	BARCELONA	ESPANYA	+34 932765043	+34 932761806	http://www.pizzamarzano.com				
Restaurant City Gate	Pg Colom 22	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933171279						
Restaurant Tenorio	Pg Gràcia 37	Eixample	08007	BARCELONA	ESPANYA	+34 932720592	+34 934877776	http://www.grupcacheiro.com				
Bar La Baignoire	Verdi 0004	Gràcia	08012	BARCELONA	ESPANYA	+34 615458022						
Restaurant Pizzeria Gente de Pasta	Pg Picasso 10	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932687017	+34 932687017					
Restaurant Sureny	Pl Revolució Setembre 1868 17	Gràcia	08012	BARCELONA	ESPANYA	+34 932137556	+34 934151886		rest_sureny@yahoo.es			
Restaurant Fresc Co - Carme	Carrer Carme 16	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933189800	+34 933016837	http://www.frescco.com	frescco@frescco.com			
Campeche	Pg Andreu Nin 0031-0049	Nou Barris	08016	BARCELONA	ESPANYA							
Restaurant La Cúpula -  Hispanos Siete Suiza	Carrer Sicília 255	Eixample	08025	BARCELONA	ESPANYA	+34 932082050	+34 932082061	http://www.hispanos7suiza.com	lacupula@hispanos7suiza.com	+34 932082052		
Restaurant Balsàmic	Carrer Milanesat 34	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932521527		http://www.balsamic.es	info@balsamic.es			
Restaurant San Marzano- Diagonal Mar	Av Diagonal 3-35	Sant Martí	08019	BARCELONA	ESPANYA	+34 933562310		http://www.pizzamarzano.com				
Bar McDonald's - Heron City	Av Rio de Janeiro 42	Nou Barris	08016	BARCELONA	ESPANYA							
Medamres SL	Av Rio de Janeiro 0042-0054	Nou Barris	08016	BARCELONA	ESPANYA	+34 933164410						
Cafeteria Bracafé - Passeig Fabra i Puig	Pg Fabra i Puig 296	Nou Barris	08031	BARCELONA	ESPANYA	+34 934070945		http://www.bracafe.com				
Restaurant Japonès Sushi Masa	Carrer Mallorca 90	Eixample	08029	BARCELONA	ESPANYA	+34 934391798						
Restaurant -  Peixateria La Paradeta - Born	Carrer Comercial 7	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932681939	+34 934500191	http://www.laparadeta.com	info@laparadeta.com			
Restaurant Japonès Ta Mi	Carrer Nàpols 229	Eixample	08013	BARCELONA	ESPANYA	+34 932077676						
Bar Restaurant Tres Encinas	Av Roma 153	Eixample	08011	BARCELONA	ESPANYA	+34 934513312	+34 934536060					
Restaurant Ample 24	Carrer Ample 24	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933191927	+34 933104051					
Restaurant Castell de Xàtiva	Carrer València 360 bxs	Eixample	08009	BARCELONA	ESPANYA	+34 934583418	+34 934593655	http://www.castelldexativa.com	primerxativa1@wanadoo.es			
Cafeteria Bracafé - Clot	Carrer Clot 89	Sant Martí	08018	BARCELONA	ESPANYA	+34 932657159		http://www.bracafe.com				
Restaurant Japonès Fusi	Carrer Acàcies 1	Sant Andreu	08027	BARCELONA	ESPANYA	+34 933518557						
Restaurant Japonès Hello Sushi	Carrer Junta de Comerç 14	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934120830	+34 902877665	http://www.hello_sushi.com	ofuertes@inicia.es	+34 933314388	hello_sushi@hotmail.com	
Restaurant Racó d'en Bauti	Carrer Premià 14	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 932964001						
Bar Restaurant Marrakech	Carrer Mallorca 10	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 934240741						
Cafeteria Restaurant Pub Notifixis	Carrer Aribau 250	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 934144862		http://www.notifixis.net				
Restaurant La Zucchina	Carrer Castillejos 269-LB bxs	Eixample	08013	BARCELONA	ESPANYA	+34 934361906		http://www.lazucchina.com	lazuchinabcn@hotmail.com			
Johann Café	Pg Sant Joan 47	Eixample	08009	BARCELONA	ESPANYA	+34 932658942						
Restaurant La Villa	Carrer la Rambla 122	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 934125541	+34 934126598					
Restaurant Braseria La Lluna de València	Carrer València 433	Eixample	08013	BARCELONA	ESPANYA	+34 932324979						
Bar Restaurant Sésamo	Carrer Sant Antoni Abat 52	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934416411		http://www.sesamo-bcn.com	sesamo@sesamo-bcn.com			
Restaurant Trattoria Lac Majur	Carrer Tordera 33	Gràcia	08012	BARCELONA	ESPANYA	+34 932851503						
El Café de Las Delicias	Rbla Raval 0047	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 934415714						
Restaurant La Bàscula	Carrer Flassaders 30	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933199866						
Dos Uat - Valencia	Carrer València 457	Eixample	08013	BARCELONA	ESPANYA	+34 932656799	+34 936921282					
Restaurant Gaucho's	Carrer Aragó 235	Eixample	08007	BARCELONA	ESPANYA	+34 932720059						
Restaurant Can Perny	Av Paral.lel 104	Eixample	08015	BARCELONA	ESPANYA	+34 934433579						
Bar Restaurant Just In	Tuset 28	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 934157032		http://www.justingroup.es	info@justingroup.es			
Restaurant Japonès Fu -  Getsudou	Carrer Còrsega 250	Eixample	08008	BARCELONA	ESPANYA	+34 932180331						
Restaurant Palacio del Flamenco	Balmes 0139	Eixample	08008	BARCELONA	ESPANYA	+34 932187237	+34 932187237		info@beltxenea.com			
Bar Restaurant Mikel Etxea I	Carrer Ferran 15	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933189693	+34 933425392					
Blau Restaurant	Carrer Tenor Masini 61 bxs	Sants-Montjuïc	08028	BARCELONA	ESPANYA	+34 933300112		http://www.elsfillsdelajoana.com	info@elsfillsdelajoana.com			
Restaurant Frankie and Benny's - Heron City	Av Rio de Janeiro 42	Nou Barris	08016	BARCELONA	ESPANYA	+34 932761785						
Restaurant Ovni	Via Laietana 32	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933107756		http://www.ovni.es				
Cafeteria El Illy de Sants	Creu Coberta 0126	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 934319808						
Bar Restaurant Dostrece	Carrer Carme 40	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933017306	+34 933017306	http://www.dostrece.net	gabriel@altazorinc.com	gabriel@dostrece.net		
Restaurant Ca l'Alegre	Carrer Cesare Cantú 2	Gràcia	08023	BARCELONA	ESPANYA	+34 934189961	+34 932531171					
Restaurant La Gloria de Altamira	Carrer Enric Granados 135	Eixample	08008	BARCELONA	ESPANYA	+34 932177646						
Restaurant Ca la Yaya	Carrer València 59	Eixample	08015	BARCELONA	ESPANYA	+34 932265753						
Bar el Paso	Carrer Escudellers 30	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933181364						
Restaurant Asiàtic Pan Asia	Carrer Brusi 0037	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932001924						
Restaurant Colibrí	Carrer Casanova 212 bxs	Eixample	08036	BARCELONA	ESPANYA	+34 934432306		http://www.restaurantcolibri.com				
Restaurant Asiàtic Dzi	Carrer Escar 1	Ciutat Vella	08039	BARCELONA	ESPANYA	+34 932212182						
Restaurant Le Petit Bergerac	Carrer Aribau 141	Eixample	08036	BARCELONA	ESPANYA	+34 934305758			mariabc_1@hotmail.com			
Teatre Grec	Pg Santa Madrona 36 bxs	Sants-Montjuïc	08038	BARCELONA	ESPANYA	+34 663762035			restaurantgrec@sifo.es			
Fundació Joan Miró	Av Miramar 1	Sants-Montjuïc	08038	BARCELONA	ESPANYA	+34 933290768						
Restaurant Xinès Formosa	Carrer Muntaner 443	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932010342						
Bar Restaurant Casa Vostra	Carrer Sepúlveda 98	Eixample	08015	BARCELONA	ESPANYA	+34 934232461						
Centre Aragonès Barcelona-Casa Aragó	Carrer Joaquín Costa 68	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933022735						
Restaurant Amaya	Carrer la Rambla 20-24	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933021037	+34 933026138		amaya@restauranteamaya.com	+34 933185085		
Bar Restaurant Rincón de Aragón	Carrer Carme 28	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933026789	+34 933026789					
Bar Restaurant Picadero 5	Rda Sant Pere 7	Eixample	08010	BARCELONA	ESPANYA	+34 933183742	+34 933183742					
Restaurant Casa Jacinto	G.V. Carles III 29-31	Les Corts	08028	BARCELONA	ESPANYA	+34 933390023	+34 934911744	http://www.casajacinto.com	info@casajacinto.com	+34 934914159		
Restaurant Trade	G.V. Carles III 98	Les Corts	08028	BARCELONA	ESPANYA	+34 933306624						
Café Restaurant Barbara	Carrer Calàbria 269	Eixample	08029	BARCELONA	ESPANYA	+34 934392458						
Restaurant Da Peppo	Av Sarrià 19 bxs	Eixample	08029	BARCELONA	ESPANYA	+34 933225155						
Restaurant Pokin's	Pl Francesc Macià 3	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932003785	+34 932003785					
Bar Restaurant Mig -  Amic	Ptge Josep Llovera 1	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932006351						
Restaurant El Glop Taberna	Carrer Sant Lluís 24	Gràcia	08012	BARCELONA	ESPANYA	+34 932137058	+34 932848379	http://www.tavernaelglop.com				
Restaurant Tuset	Carrer Tuset 27	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932009129	+34 934144114	http://www.restaurantuset.com				
Bar Restaurant La Taska	Carrer Aragó 229	Eixample	08007	BARCELONA	ESPANYA	+34 932153071						
Bar Mr. Brown's	Carrer Neptú 18-20	Gràcia	08006	BARCELONA	ESPANYA	+34 934161134						
Restaurant Bahia los Pacos	Carrer Bailèn 85	Eixample	08009	BARCELONA	ESPANYA	+34 932653319	+34 932653377			+34 932653377		
Restaurant Diagonal Can Soteras	Pg Sant Joan 97-99	Eixample	08009	BARCELONA	ESPANYA	+34 934574939	+34 932071026					
Bar Restaurant Raúl	Av Diagonal 303	Eixample	08013	BARCELONA	ESPANYA	+34 934585122						
Restaurant  El Vell Sarrià	Carrer Major de Sarrià 93	Sarrià-Sant Gervasi	08017	BARCELONA	ESPANYA	+34 932045710	+34 932054541	http://www.elvellsarria.com	reservas@elvellsarria.com		Pl Consell de la Vila 11	
Bar Restaurant El Cebec	Carrer Folgueroles 24	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 932127571						
Restaurant La Masia - Tibidabo	Pl Tibidabo 2	Sarrià-Sant Gervasi	08035	BARCELONA	ESPANYA	+34 934176350		http://www.grup-soteras.com				
Círculo Ecuestre	Carrer Balmes 169-LB	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 934156000			club@circuloescuestre.es			
Restaurant La Taverneta	Ptge Duc de la Victòria 3	Ciutat Vella	08002	BARCELONA	ESPANYA	+34 933026152						
Restaurant Celler Can Mateo	Pg Sant Joan 149	Gràcia	08037	BARCELONA	ESPANYA	+34 934576054	+34 934576054					
Restaurant El Bistro de Bruno	Carrer Oliana 14	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932016369	+34 932016369					
Restaurant Flash Flash	Carrer Granada del Penedès 25	Sarrià-Sant Gervasi	08006	BARCELONA	ESPANYA	+34 932370990	+34 932373104	http://www.flashflashtortilleria.com	flash@mhp.es			
Restaurant El Rei de la Gamba - P J Borbó	Pg J Borbó Comte Barcelona 46-48	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 932256400	+34 932256410		pepito@elreydelagamba.com			
Bar Coop. Trabajadores Hosteleria FF.CC.	Pl Espanya 0001	Eixample	08004	BARCELONA	ESPANYA	+34 934230385						
Restaurant Fonda Gaig	Carrer Còrsega 200	Eixample	08036	BARCELONA	ESPANYA	+34 934532020						
Bar Restaurant La Cala	G.V. Corts Catalanes 1028-1030	Sant Martí	08020	BARCELONA	ESPANYA	+34 933086581						
Restaurant Julio's	Carrer Laforja 57-59	Sarrià-Sant Gervasi	08021	BARCELONA	ESPANYA	+34 932011440						
Restaurant El Cafetí	Carrer Sant Rafael 18	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933292419	+34 933292419	http://www.elcafeti.com	elcafeti@elcafeti.com			
Restaurant  Diagonal 531	Av Diagonal 529-531	Les Corts	08029	BARCELONA	ESPANYA	+34 934397941	+34 934106677					
Restaurant Can Travi Nou	Camí Sant Cebrià 1-3	Horta-Guinardó	08035	BARCELONA	ESPANYA	+34 934280301	+34 934280434	http://www.gruptravi.com	cantravinou@gruptravi.com	+34 934281917		
Restaurant Elche	Carrer Vila i Vilà 71	Sants-Montjuïc	08004	BARCELONA	ESPANYA	+34 934413089	+34 933294012	http://www.restaurantelche.com	oficina@restaurantelche.com			
Restaurant Pòsit Marítim - Reial Club Marítim de Barcelona	Moll Espanya 4 1r	Ciutat Vella	08039	BARCELONA	ESPANYA	+34 932216256		http://www.posit.es	posit_maritim@posit.es			
Restaurant La Morera	Pl Sant Agustí 1	Ciutat Vella	08001	BARCELONA	ESPANYA	+34 933187555						
Restaurant Papá Leo	Carrer Marquès de Sentmenat 60-62	Les Corts	08029	BARCELONA	ESPANYA	+34 934301938						
Restaurant La Cua Curta	Carrer Carassa 1	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933100015						
Bar musical Cafè del Sol	Carrer Planeta 16	Gràcia	08012	BARCELONA	ESPANYA	+34 934155663						
Restaurant Ars	Est de Sants 0000	Sants-Montjuïc	08014	BARCELONA	ESPANYA	+34 934907890	+34 934914915	http://www.areas.es				
Restaurant Los Cuatro Vientos	Carrer Mallorca 330	Eixample	08037	BARCELONA	ESPANYA	+34 934571296	+34 932080483					
Restaurant La Tarantella	Carrer Fraternitat 37	Gràcia	08012	BARCELONA	ESPANYA	+34 932849857						
Club Tennis Vall Parc	Ctra Sant Cugat 107-127	Gràcia	08035	BARCELONA	ESPANYA	+34 932126789	+34 932126491					
Bar Restaurant O' Xeitoso	Av Mare Déu de Montserrat 208	Horta-Guinardó	08041	BARCELONA	ESPANYA	+34 934353069						
Restaurant Neyras	Via Laietana 41	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933024647	+34 933185637			Carrer Julià Portet 1		
Restaurant La Serra de Montserrat	Carrer Terç Mare Déu Montserrat 90	Sant Andreu	08020	BARCELONA	ESPANYA	+34 933056654	+34 933056654					
Bar Restaurant El Eme	Av Mistral 20-LB	Eixample	08015	BARCELONA	ESPANYA	+34 934266932						
Restaurant La Ceba	Carrer Perla 10	Gràcia	08012	BARCELONA	ESPANYA	+34 932170601						
Restaurant Xinès Kuunming	Ptge Forasté 2	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 934174166						
Restaurant La Gàrgola	Carrer Entença 332-334	Les Corts	08029	BARCELONA	ESPANYA	+34 933212111						
Restaurant Speakeasy	Carrer Aribau 162	Eixample	08036	BARCELONA	ESPANYA	+34 932175072		http://www.drymartinibcn.com	drymartini@drymartinibcn.com			
Frankfurt La Cabaña	Carrer Provença 501	Eixample	08025	BARCELONA	ESPANYA	+34 934553094						
Restaurant Gades	Carrer Esparteria 10	Ciutat Vella	08003	BARCELONA	ESPANYA	+34 933104455		http://www.gadesfondues.com	gadesfondues@riberbar.com			
Restaurant Al Dente	Carrer Bertrand i Serra 11	Sarrià-Sant Gervasi	08022	BARCELONA	ESPANYA	+34 932111843						
Restaurant Pazo Marcelino	Carrer Calàbria 118	Eixample	08015	BARCELONA	ESPANYA	+34 934245651						
